companyId;companyName;ticker;price;p_L;dy;p_VP;p_Ebit;p_Ativo;eV_Ebit;margemBruta;margemEbit;margemLiquida;p_SR;p_CapitalGiro;p_AtivoCirculante;giroAtivos;roe;roa;roic;dividaliquidaPatrimonioLiquido;dividaLiquidaEbit;pl_Ativo;passivo_Ativo;liquidezCorrente;peg_Ratio;receitas_Cagr5;liquidezMediaDiaria;vpa;lpa;valorMercado;lucros_Cagr5
395;TEKNO;TKNO3;69,63;3,934;9,3957;0,7755;3,6423;0,548;2,9592;23,15;17,23;15,95;0,6275;1,5898;-1,3719;0,87;19,71;13,93;17,63;-0,15;-0,69;0,71;0,29;2,35;-0,35085306;23,01;;89,7836;17,6996;205759472,63;
395;TEKNO;TKNO4;70,0;3,9549;9,346;0,7797;3,6617;0,5509;2,9592;23,15;17,23;15,95;0,6308;1,5982;-1,3791;0,87;19,71;13,93;17,63;-0,15;-0,69;0,71;0,29;2,35;-0,35271742;23,01;9653,0;89,7836;17,6996;205759472,63;
252;YDUQS;YDUQ3;9,29;-60,6172;1,3614;0,9152;5,0284;0,2906;12,3292;55,27;12,65;-1,05;0,6362;2,6894;-0,4021;0,46;-1,51;-0,48;5,81;1,33;7,3;0,32;0,68;1,64;0,44417254;6,64;44466400,65;10,1506;-0,1533;2871435425,79;
218;AMERICANAS S.A;AMER3;1,94;40,8242;32,0084;0,1159;1,4947;0,0404;9,1394;30,68;4,18;0,15;0,0625;0,1981;-0,0728;0,65;0,28;0,1;1,24;0,59;7,64;0,35;0,65;1,84;-1,06005723;21,42;341000436,77;16,7374;0,0475;1750907235,82;
256;ZAMP S.A.;ZAMP3;5,46;-20,2754;;1,0319;20,3415;0,3764;27,5031;64,12;2,11;-2,11;0,4288;10,2428;-0,5018;0,88;-5,09;-1,86;2,48;0,36;7,16;0,36;0,64;1,17;0,24965424;14,59;5777559,42;5,2913;-0,2693;1503440740,62;
271;CIA HERING;HGTX3;37,5;101,99;;3,5749;-707,6539;2,4798;-713,6478;40,58;-0,59;4,1;4,1784;7,4978;-5,5863;0,59;3,51;2,43;-7,32;0,03;-5,99;0,69;0,31;2,47;-1,229463;-7,54;;10,4897;0,3677;6095022637,5;-26,63
631;CURY CONSTRUTORA E INCORPORADORA S.A.;CURY3;12,09;10,3225;4,2626;5,442;7,9992;1,2095;7,3622;36,97;20,35;15,77;1,6276;4,6435;-4,5843;0,74;52,72;11,72;32,53;-0,43;-0,64;0,22;0,73;1,55;0,04471053;;20421073,13;2,2216;1,1712;3528769813,92;
433;LINX;LINX3;37,4;-90,9474;;4,3755;-164,4778;2,7447;-159,2952;68,7;-4,79;-8,67;7,8847;11,9645;-4,824;0,35;-4,81;-3,02;-2,23;-0,14;5,18;0,63;0,37;2,14;0,12700011;14,3;;8,5477;-0,4112;7083895104,0;
231;DIRECIONAL ENGENHARIA;DIRR3;14,59;12,4;8,0192;1,6114;5,8779;0,3524;6,7598;35,38;17,6;8,34;1,0345;0,8943;-0,7484;0,34;13,0;2,84;10,81;0,24;0,88;0,22;0,75;3,92;0,92112899;5,52;38180020,71;9,0542;1,1766;2188500000,0;
790;AGROGALAXY PARTICIPAÇÕES S.A.;AGXY3;9,83;-25,5502;1,7077;1,3375;3,5898;0,2143;6,3959;12,49;4,37;-0,61;0,1569;8,9979;-1,0753;1,37;-5,23;-0,84;15,21;1,05;2,81;0,16;0,84;1,03;-0,0237613;;806946,68;7,3493;-0,3847;1679209641,87;
399;METALURGICA GERDAU;GOAU3;12,8;2,8149;9,7656;0,7926;0,6707;0,1649;0,8986;24,43;22,94;5,47;0,1539;0,62;-0,3134;1,07;28,16;5,86;25,12;0,23;0,19;0,21;0,38;2,28;0,28437095;15,78;2643232,23;16,1485;4,5472;13915266486,26;
399;METALURGICA GERDAU;GOAU4;13,82;3,0392;9,0449;0,8558;0,7242;0,178;0,8986;24,43;22,94;5,47;0,1661;0,6695;-0,3384;1,07;28,16;5,86;25,12;0,23;0,19;0,21;0,38;2,28;0,30703176;15,78;132945421,06;16,1485;4,5472;13915266486,26;
287;CAMIL;CAML3;7,35;5,4592;4,965;0,8796;3,1266;0,3091;6,744;20,98;8,22;4,71;0,2571;1,1211;-0,711;1,2;16,11;5,66;11,24;1,02;3,62;0,35;0,65;1,95;0,01806458;12,75;8757065,06;8,356;1,3464;2646000000,0;19,19
341;BANCO PATAGONIA;BPAT33;44,05;6,9786;;0,6603;1,7983;0,0941;1,7983;51,56;21,77;5,61;0,3915;;-0,1184;0,24;9,46;1,35;;;;0,14;0,86;;-0,10571172;14,99;;66,7093;6,3122;1533769021,0;-18,89
672;VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP.;VAMO3;12,35;23,7578;2,1169;3,464;9,165;0,826;12,2832;41,51;31,92;12,31;2,9251;5,803;-1,2504;0,28;14,58;3,48;10,39;1,18;3,12;0,24;0,76;1,72;0,41489568;571,04;48878377,16;3,5652;0,5198;12663664929,5;559,46
365;PPLA PARTICIPATIONS;PPLA11;4,5;4221,999;;1266,5997;4221,999;5,6875;4221,999;;;;;1266,5997;;0,0;30,0;0,13;;;;0,0;1,0;1,0;-41,3755902;;1431,43;0,0036;0,0011;12665997,0;-87,74
466;ELEKTRO;EKTR3;32,0;5,8219;22,0944;2,0389;3,2858;0,5992;5,7206;26,22;22,02;12,43;0,7235;5,6111;-0,8943;0,83;35,02;10,29;17,99;1,36;2,19;0,29;0,71;1,48;0,14593985;12,33;4926,46;15,6947;5,4965;6662823930,22;24,81
466;ELEKTRO;EKTR4;36,54;6,6479;21,2842;2,3282;3,752;0,6842;5,7206;26,22;22,02;12,43;0,8261;6,4072;-1,0212;0,83;35,02;10,29;17,99;1,36;2,19;0,29;0,71;1,48;0,16664506;12,33;12996,9;15,6947;5,4965;6662823930,22;24,81
415;CREMER;CREM3;14,5;32,6952;;2,4519;9,2757;0,6705;13,113;30,3;7,39;2,1;0,6854;4,8878;-1,6877;0,98;7,5;2,05;9,29;1,01;3,84;0,27;0,73;1,29;22,14273234;1,09;;5,9138;0,4435;465122474,0;
439;TIM;TIMS3;11,73;13,2206;4,9314;1,1226;7,2182;0,5192;10,5273;51,49;19,18;10,47;1,3848;-28,8196;-0,6262;0,37;8,49;3,93;8,13;0,51;3,31;0,46;0,54;0,9;-0,4761792;2,95;85448371,32;10,4493;0,8873;28396035588,54;23,41
795;BRISANET PARTICIPAÇÕES S.A.;BRIT3;2,15;30,3652;0,0552;0,7171;8,1235;0,3418;13,5487;40,74;13,03;3,49;1,0584;7,8699;-0,4345;0,32;2,36;1,13;3,83;0,48;5,43;0,48;0,52;1,26;0,55729634;;786397,52;2,9982;0,0708;965554069,4;
414;BRASIL PHARMA;BPHA3;0,62;0,0596;;-0,2399;0,804;0,9946;1,6586;98,02;1029,99;13896,67;8,2814;-0,3825;-1,1826;0,12;-402,5;1669,02;-36,75;;0,85;-4,15;5,15;0,06;-0,00033804;-68,85;;-2,5848;10,404;70110298,74;
219;LOJAS AMERICANAS;LAME3;6,6;21,1512;;1,9077;11,0293;0,2842;16,8629;32,9;4,35;2,27;0,4799;1,1996;-0,6568;0,59;9,02;1,34;2,89;1,01;5,87;0,15;0,63;1,72;-46,96789368;3,5;19173026,13;3,4597;0,312;12391135396,59;18,61
219;LOJAS AMERICANAS;LAME4;6,57;21,055;;1,899;10,9791;0,2829;16,8629;32,9;4,35;2,27;0,4777;1,1941;-0,6538;0,59;9,02;1,34;2,89;1,01;5,87;0,15;0,63;1,72;-46,75440325;3,5;120311988,67;3,4597;0,312;12391135396,59;18,61
247;MOVIDA;MOVI3;7,07;3,142;20,4915;0,8973;1,0062;0,1096;4,9784;41,06;29,5;9,45;0,2968;0,7118;-0,1676;0,37;28,56;3,49;11,9;3,54;3,97;0,12;0,88;1,8;0,25683618;23,01;31213323,74;7,8789;2,2501;2561475748,02;83,02
650;3R PETROLEUM ÓLEO E GÁS S.A;RRRP3;44,09;41,2054;;2,0733;17,7516;1,112;17,1931;55,99;33,03;14,23;5,8627;10,4348;-1,4402;0,19;5,03;2,7;6,22;-0,07;-0,56;0,54;0,46;1,88;-0,19843181;;168502805,71;21,2656;1,07;8954133694,88;
793;TC TRADERS CLUB S.A.;TRAD3;1,73;-15,8487;0,0118;0,8481;-6,1414;0,7963;-3,5047;53,21;-82,86;-32,11;5,0888;2,3587;-1,3149;0,16;-5,35;-5,02;-17,13;-0,36;2,64;0,94;0,06;6,95;0,0438604;;1775071,39;2,0399;-0,1092;484654548,74;
260;TECHNOS;TECN3;2,41;4,949;3,3605;0,5238;3,0308;0,2843;3,6058;53,19;16,71;10,23;0,5065;0,5717;-0,8097;0,56;10,58;5,74;11,98;0,1;0,58;0,54;0,46;4,28;0,0271336;-2,72;1612532,77;4,6009;0,487;179559978,15;
398;GERDAU;GGBR4;31,89;3,8765;11,3829;1,0849;2,6979;0,669;2,7354;24,43;23,0;16,01;0,6205;2,5545;-1,2641;1,08;27,99;17,26;25,44;0,09;0,22;0,62;0,38;2,25;0,65224898;15,78;355387679,35;29,3942;8,2266;49841547927,9;
398;GERDAU;GGBR3;25,73;3,1277;14,108;0,8753;2,1767;0,5397;2,7354;24,43;23,0;16,01;0,5006;2,0611;-1,0199;1,08;27,99;17,26;25,44;0,09;0,22;0,62;0,38;2,25;0,52625796;15,78;1101792,48;29,3942;8,2266;49841547927,9;
400;USIMINAS;USIM5;7,74;1,9374;8,1283;0,3993;1,6381;0,237;1,8073;21,12;18,02;15,23;0,2952;0,615;-0,4814;0,8;20,61;12,24;14,14;0,04;0,16;0,59;0,34;4,16;-0,049541;31,89;136711517,1;19,386;3,9951;9741147936,96;
400;USIMINAS;USIM6;12,49;3,1263;5,0371;0,6443;2,6433;0,3825;1,8073;21,12;18,02;15,23;0,4763;0,9924;-0,7768;0,8;20,61;12,24;14,14;0,04;0,16;0,59;0,34;4,16;-0,07994407;31,89;2382,4;19,386;3,9951;9741147936,96;
400;USIMINAS;USIM3;7,8;1,9524;7,3325;0,4024;1,6508;0,2389;1,8073;21,12;18,02;15,23;0,2974;0,6198;-0,4851;0,8;20,61;12,24;14,14;0,04;0,16;0,59;0,34;4,16;-0,04992504;31,89;2751126,52;19,386;3,9951;9741147936,96;
280;BRASILAGRO;AGRO3;28,26;6,3694;18,5951;1,3056;4,993;0,8649;5,2896;39,39;33,72;26,43;1,6836;2,6193;-1,6469;0,51;20,5;13,58;16,13;0,08;0,3;0,66;0,34;3,28;0,94388925;59,78;12121806,13;21,646;4,4368;2893174246,08;75,47
259;MUNDIAL;MNDL3;43,13;-0,1677;;-0,1448;1,098;0,0839;4,3828;36,6;13,16;-86,19;0,1445;-0,0866;-0,1255;0,58;-86,33;-50,05;-20,77;;3,28;-0,58;1,58;0,25;9,701e-05;10,41;43174,52;-297,9119;-257,1831;106973613,8;
431;ITAUTEC;ITEC3;40,1;-35,1234;;22,0421;-13,8532;9,2157;-13,2113;-121,18;-18852,94;-7435,88;2611,7333;25,4234;-16,7003;0,0;-62,76;-26,24;-174,07;-1,02;0,64;0,42;0,58;5,23;1,35870978;-75,29;;1,8192;-1,1417;443994658,6;
789;MULTILASER INDUSTRIAL S.A.;MLAS3;3,33;6,0945;3,6953;0,6521;5,5705;0,4288;5,9307;23,11;12,0;10,97;0,6684;0,7685;-2,0977;0,64;10,7;7,04;9,69;0,04;0,36;0,66;0,34;3,35;-0,14164393;;7108679,84;5,1067;0,5464;2732395619,25;
456;CELPE;CEPE3;125,26;112,6018;3,4259;6,5817;11,2602;0,6957;18,1307;17,92;10,39;1,04;1,1699;5,7798;-0,9912;0,59;5,85;0,62;8,7;4,51;7,72;0,11;0,89;1,68;-1,39365662;12,45;;19,0317;1,1124;8638460288,58;
456;CELPE;CEPE5;40,12;36,0657;10,6961;2,1081;3,6066;0,2228;18,1307;17,92;10,39;1,04;0,3747;1,8512;-0,3175;0,59;5,85;0,62;8,7;4,51;7,72;0,11;0,89;1,68;-0,44637956;12,45;6418,0;19,0317;1,1124;8638460288,58;
456;CELPE;CEPE6;43,0;38,6546;10,9777;2,2594;3,8655;0,2388;18,1307;17,92;10,39;1,04;0,4016;1,9841;-0,3403;0,59;5,85;0,62;8,7;4,51;7,72;0,11;0,89;1,68;-0,47842276;12,45;6183,0;19,0317;1,1124;8638460288,58;
340;BANCO PAN;BPAN4;5,45;10,2107;5,1125;0,9645;7,8426;0,1278;7,8426;54,27;7,49;5,75;0,5875;;-0,1278;0,22;9,45;1,25;;;;0,13;0,87;;-0,53223092;1,4;17870319,42;5,6507;0,5338;6938936016,05;
291;BRF;BRFS3;7,57;-6,1477;;0,6724;6,5671;0,1442;18,3962;16,71;2,36;-2,53;0,1553;1,376;-0,2642;0,93;-10,94;-2,35;2,51;1,21;11,83;0,21;0,77;1,3;0,01438099;7,46;157558618,45;11,2584;-1,2314;8194322472,22;
380;SANSUY;SNSY6;13,33;-0,6026;;-0,064;-4,9561;0,2223;-9,6222;17,38;-2,53;-20,78;0,1252;-2,3797;-0,5398;1,78;-10,62;-36,9;1,41;;-5,85;-3,48;4,51;0,86;-0,0097946;16,09;;-208,353;-22,1224;78220693,6;
380;SANSUY;SNSY5;3,0;-0,1356;;-0,0144;-1,1154;0,05;-9,6222;17,38;-2,53;-20,78;0,0282;-0,5356;-0,1215;1,78;-10,62;-36,9;1,41;;-5,85;-3,48;4,51;0,86;-0,00220434;16,09;3514,71;-208,353;-22,1224;78220693,6;
380;SANSUY;SNSY3;4,06;-0,1835;;-0,0195;-1,5095;0,0677;-9,6222;17,38;-2,53;-20,78;0,0381;-0,7248;-0,1644;1,78;-10,62;-36,9;1,41;;-5,85;-3,48;4,51;0,86;-0,0029832;16,09;3536,31;-208,353;-22,1224;78220693,6;
185;METALFRIO SOLUTIONS;FRIO3;31,0;-2,0731;;-0,5708;0,6806;0,0696;6,5461;18,12;8,99;-2,95;0,0612;-0,3153;-0,2261;1,14;-27,53;-3,36;12,54;;5,87;-0,12;1,1;0,76;-0,08410244;15,09;3100,0;-54,3103;-14,9537;127309374,0;
613;AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A;AMBP3;21,17;25,9432;1,4321;2,3134;4,1639;0,2968;9,5275;21,94;17,5;2,81;0,7287;1,0912;-0,5612;0,41;8,92;1,14;7,78;2,98;5,36;0,13;0,84;2,37;-0,81252287;;21111550,16;9,1509;0,816;2390846397,96;
305;HABITASUL;HBTS5;29,0;23,9059;4,8507;0,5438;-25,2192;0,1926;-43,8639;90,77;-6,44;6,79;1,6239;6,4241;-0,2163;0,12;2,27;0,81;-4,63;0,4;-18,64;0,35;0,65;1,38;-0,2511739;37,96;8212,0;53,3261;1,2131;264876923,0;
363;BRAZILIAN FINANCE E REAL ESTATE;BFRE12;0,0;0,0;;0,0;0,0;0,0;;23,17;145,28;62,05;0,0;0,0;0,0;0,08;5,35;4,87;;;;0,91;0,09;;0,0;;;280393,3054;14987,4477;;-1,31
363;BRAZILIAN FINANCE E REAL ESTATE;BFRE11;0,0;0,0;;0,0;0,0;0,0;;23,17;145,28;62,05;0,0;0,0;0,0;0,08;5,35;4,87;;;;0,91;0,09;;0,0;;;280393,3054;14987,4477;;-1,31
396;FERBASA;FESA4;55,04;4,2386;9,7709;1,5987;3,7404;1,2238;3,4092;50,23;41,83;36,91;1,5646;3,8116;-2,1485;0,78;37,72;28,87;32,81;-0,16;-0,38;0,77;0,23;3,94;0,0267554;16,87;9344187,61;34,4285;12,9853;4918835200,0;75,11
396;FERBASA;FESA3;57,0;4,3896;8,5772;1,6556;3,8736;1,2674;3,4092;50,23;41,83;36,91;1,6203;3,9473;-2,225;0,78;37,72;28,87;32,81;-0,16;-0,38;0,77;0,23;3,94;0,02770817;16,87;19486,78;34,4285;12,9853;4918835200,0;75,11
195;RECRUSUL;RCSL3;1,66;-20,3273;;-1,6536;134,4731;0,9785;74,4071;11,35;0,66;-4,4;0,8934;18,4718;-1,7828;1,1;-8,13;-4,81;-1,03;;-1,36;-0,59;1,6;1,13;-0,05370265;;605371,45;-1,0039;-0,0817;35457539,34;
195;RECRUSUL;RCSL4;0,57;-6,9799;;-0,5678;46,1745;0,336;74,4071;11,35;0,66;-4,4;0,3068;6,3427;-0,6122;1,1;-8,13;-4,81;-1,03;;-1,36;-0,59;1,6;1,13;-0,01844007;;354068,97;-1,0039;-0,0817;35457539,34;
388;DEXXOS PARTICIPACOES S.A.;DEXP3;7,11;5,0062;5,4123;1,2693;3,0146;0,504;3,9553;17,7;10,18;6,13;0,3069;1,2197;-1,4383;1,64;25,35;10,07;22,04;0,41;0,97;0,4;0,52;2,75;-0,1553759;32,29;772272,03;5,6014;1,4202;661394631,75;20,48
388;DEXXOS PARTICIPACOES S.A.;DEXP4;5,89;4,1472;6,8873;1,0515;2,4973;0,4175;3,9553;17,7;10,18;6,13;0,2542;1,0104;-1,1915;1,64;25,35;10,07;22,04;0,41;0,97;0,4;0,52;2,75;-0,12871506;32,29;13252,23;5,6014;1,4202;661394631,75;20,48
296;MINUPAR;MNPR3;5,98;1,0244;;-0,1327;0,5869;0,1398;0,59;28,32;19,95;11,43;0,1171;-0,1149;-0,2928;1,19;-12,96;13,64;-19,67;;0,0;-1,05;2,05;0,3;0,00268579;10,24;11233,23;-45,0526;5,8374;42458598,0;
397;CSN;CSNA3;16,61;9,0257;14,3826;1,0433;2,4397;0,2665;4,808;31,61;20,71;5,6;0,5053;2,2637;-0,4275;0,53;11,56;2,95;9,56;1,01;2,37;0,26;0,71;1,45;-0,10767687;22,81;163970872,39;15,9208;1,8403;22026420459,67;
389;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG3;50,84;13,9305;9,3532;1,619;15,9593;1,2573;9,4178;12,6;10,13;11,61;1,617;2,7153;-3,0032;0,78;11,62;9,03;8,91;-0,17;-1,68;0,78;0,22;4,91;-0,22010235;17,77;5500,0;31,4027;3,6495;1026059584,3;4,74
389;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG5;27,02;7,4037;17,5987;0,8604;8,4819;0,6682;9,4178;12,6;10,13;11,61;0,8594;1,4431;-1,5961;0,78;11,62;9,03;8,91;-0,17;-1,68;0,78;0,22;4,91;-0,11697808;17,77;243563,52;31,4027;3,6495;1026059584,3;4,74
389;TRONOX PIGMENTOS DO BRASIL S.A.;CRPG6;28,0;7,6722;16,9828;0,8916;8,7896;0,6924;9,4178;12,6;10,13;11,61;0,8906;1,4955;-1,654;0,78;11,62;9,03;8,91;-0,17;-1,68;0,78;0,22;4,91;-0,1212208;17,77;25435,43;31,4027;3,6495;1026059584,3;4,74
179;STARA;STTR3;0,0;0,0;;0,0;0,0;0,0;-0,2177;31,37;17,25;14,11;0,0;0,0;0,0;1,27;32,1;17,86;25,38;-0,09;-0,22;0,56;0,44;2,46;0,0;22,02;;2,914;0,9355;0,0;
797;Terra Santa Propriedades Agricolas S.A.;LAND3;29,9;75,2658;0,6854;4,0909;34,9776;2,9758;35,0491;94,43;69,64;32,36;24,3567;272,1001;-3,1228;0,12;5,44;3,95;8,21;0,01;0,07;0,73;0,27;1,3;0,78957289;;1708710,97;7,3089;0,3973;2877186163,8;
201;WILSON SONS;PORT3;10,34;17,6819;5,8436;2,0114;8,2917;0,825;12,8431;43,12;24,22;11,36;2,008;17038,4844;-0,9482;0,41;11,38;4,67;8,44;1,1;4,55;0,41;0,59;1,0;2,41211576;6,17;3028358,55;5,1406;0,5848;4549275324,0;-2,54
212;IOCHPE MAXION;MYPK3;10,2;3,0505;8,1628;0,3834;1,18;0,1032;4,6393;11,24;8,02;3,1;0,0946;0,5324;-0,2185;1,09;12,57;3,38;10,35;1,12;3,46;0,27;0,71;1,58;0,04773946;14,96;18200610,13;26,6058;3,3437;1567939930,2;88,62
643;GRUPO MATEUS S.A.;GMAT3;6,52;15,194;;2,0151;11,969;1,1628;14,0163;22,39;5,97;4,71;0,7151;2,5369;-3,2004;1,63;13,26;7,65;11,29;0,34;2,05;0,58;0,42;3,57;0,56216947;;37009881,97;3,2355;0,4291;14404936435,08;
432;POSITIVO;POSI3;7,74;5,293;4,3956;0,8273;2,2809;0,2574;4,3827;20,12;10,02;4,32;0,2286;0,7117;-1,7;1,13;15,63;4,86;17,19;0,76;2,1;0,31;0,69;1,74;-0,16304779;14,02;17716318,9;9,3553;1,4623;1097532000,0;87,96
645;TRACK & FIELD CO S.A.;TFCO4;10,2;100,0206;1,7682;30,4534;78,8518;18,7257;13,5564;58,17;23,0;18,14;18,1393;37,2245;-67,9359;1,03;30,45;18,72;24,51;0,11;0,29;0,61;0,39;3,27;1,86319148;;3295445,68;0,3349;0,102;1629123615,3;
213;MAHLE-METAL LEVE;LEVE3;29,65;6,6401;15,1526;2,3097;5,3419;1,211;5,5212;26,59;17,59;14,15;0,9394;3,9488;-3,2298;1,29;34,78;18,24;27,27;0,08;0,18;0,52;0,48;1,96;0,99080208;11,02;5731297,87;12,837;4,4653;3804347025,0;87,6
178;METISA;MTSA3;75,0;8,0134;3,2;1,77;5,7632;1,1571;3,9833;29,55;14,76;10,62;0,8508;2,4079;-6,1159;1,36;22,09;14,44;17,77;-0,13;-0,42;0,65;0,35;2,46;0,14035752;21,69;7500,0;42,3739;9,3593;503604950,0;43,68
178;METISA;MTSA4;41,0;4,3807;6,439;0,9676;3,1505;0,6325;3,9833;29,55;14,76;10,62;0,4651;1,3163;-3,3434;1,36;22,09;14,44;17,77;-0,13;-0,42;0,65;0,35;2,46;0,07672878;21,69;172858,0;42,3739;9,3593;503604950,0;43,68
342;BANCO PINE;PINE4;1,62;9,8969;;0,3503;4,6807;0,0205;2,223;6,8;4,55;2,15;0,2132;-0,0495;-0,0205;0,1;3,54;0,21;;;;0,06;0,94;0,01;-0,04807294;9,53;156239,26;4,6249;0,1637;143444085,84;
342;BANCO PINE;PINE3;0,0;0,0;;0,0;0,0;0,0;2,223;6,8;4,55;2,15;0,0;0,0;0,0;0,1;3,54;0,21;;;;0,06;0,94;0,01;0,0;9,53;;4,6249;0,1637;143444085,84;
385;FERTILIZANTES HERINGER;FHER3;17,3;2,6504;;2,1079;2,1366;0,3045;2,5773;11,31;7,54;6,08;0,161;1,1059;-1,2536;1,89;79,53;11,49;52,74;0,43;0,44;0,14;0,86;1,57;0,11229328;-3,75;2617241,13;8,2072;6,5274;931731013,2;52,1
217;WHIRLPOOL;WHRL3;4,58;12,713;4,0852;2,8169;8,0429;0,8503;7,6554;16,5;7,83;4,95;0,6295;13,3225;-2,7952;1,35;22,16;6,69;20,32;-0,19;-0,55;0,3;0,7;1,1;-0,25891025;14,11;17266,71;1,6259;0,3603;7024985441,68;11,67
217;WHIRLPOOL;WHRL4;4,88;13,5458;4,2172;3,0014;8,5698;0,906;7,6554;16,5;7,83;4,95;0,6707;14,1951;-2,9783;1,35;22,16;6,69;20,32;-0,19;-0,55;0,3;0,7;1,1;-0,27586944;14,11;32911,74;1,6259;0,3603;7024985441,68;11,67
771;INFRACOMMERCE CXAAS S.A.;IFCM3;3,62;-6,0718;;0,873;-19,2155;0,3971;-23,9277;43,23;-8,66;-27,41;1,6645;8,6588;-0,608;0,24;-14,38;-6,54;-3,41;0,21;-4,71;0,45;0,55;1,15;-0,00286697;;3107444,61;4,1468;-0,5962;1323217637,08;
678;JALLES MACHADO S.A.;JALL3;7,14;10,9536;2,4917;1,3946;-48,2125;0,4473;-74,2258;-2,22;-2,62;11,54;1,2635;1,5725;-0,8121;0,35;12,73;4,08;-3,4;0,75;-26,01;0,32;0,68;2,73;-0,82149989;;4144571,03;5,1197;0,6518;2104137229,74;
454;CEB;CEBR6;10,48;3,8664;37,1753;0,8135;2,7525;0,5709;0,9078;60,43;69,42;49,42;1,9108;1,2716;-1,1885;0,3;21,04;14,77;16,48;-0,54;-1,84;0,7;0,09;7,35;-0,04408941;-30,49;139159,23;12,8821;2,7106;753263215,8;11,68
454;CEB;CEBR3;10,42;3,8442;33,9903;0,8089;2,7368;0,5676;0,9078;60,43;69,42;49,42;1,8999;1,2644;-1,1817;0,3;21,04;14,77;16,48;-0,54;-1,84;0,7;0,09;7,35;-0,04383699;-30,49;68713,29;12,8821;2,7106;753263215,8;11,68
454;CEB;CEBR5;10,5;3,8737;33,7314;0,8151;2,7578;0,572;0,9078;60,43;69,42;49,42;1,9144;1,2741;-1,1908;0,3;21,04;14,77;16,48;-0,54;-1,84;0,7;0,09;7,35;-0,04417355;-30,49;22621,81;12,8821;2,7106;753263215,8;11,68
803;VITTIA FERTILIZANTES E BIOLOGICOS S.A.;VITT3;11,56;11,6187;3,1599;3,4229;8,9708;1,878;10,101;37,01;20,66;15,95;1,8533;6,1467;-5,5002;1,01;29,46;16,16;19,98;0,43;1,13;0,55;0,45;1,87;0,27739857;;2203646,9;3,3772;0,995;1653647676,92;
402;OSX BRASIL;OSXB3;6,0;-0,0317;;-0,0033;-0,8774;0,0085;-233,5925;90,65;-61,67;-1708,4;0,5411;-0,0308;-0,0085;0,02;-10,52;-26,73;3,25;;-232,72;-2,54;3,55;0,03;-0,00064017;89,07;45371,71;-1800,9665;-189,4418;18888228,0;
792;UNIFIQUE TELECOMUNICAÇÕES S.A.;FIQE3;3,86;11,5748;2,1828;1,4051;8,7355;0,7358;7,2471;47,09;25,34;19,13;2,2138;3,5713;-1,2323;0,33;12,14;6,36;8,63;-0,24;-1,49;0,52;0,48;2,05;0,16843728;;1290913,58;2,7472;0,3335;1397511490,74;
202;AZUL;AZUL4;11,25;-6,4062;;-0,7067;14,7073;0,7766;27,587;19,26;6,35;-14,59;0,9345;-1,4624;-1,0786;0,83;-11,03;-12,12;25,84;;23,54;-1,1;2,1;0,35;0,13825495;8,38;134864544,81;-15,9187;-1,7561;3915046223,7;
372;DURATEX;DXCO3;6,82;5,0622;4,9709;0,9665;4,0814;0,3681;6,7108;34,82;15,97;12,88;0,6519;3,5106;-0,5754;0,56;19,09;7,27;11,26;0,62;2,63;0,38;0,62;1,41;-0,22998189;15,88;33849420,68;7,0566;1,3472;5708744057,72;116,62
393;MANGELS INDUSTRIAL;MGEL4;12,81;0,8974;;-0,3917;0,5852;0,1134;5,9455;15,17;12,48;8,14;0,073;0,2898;-0,3199;1,55;-43,65;12,63;21,13;;5,26;-0,29;1,29;2,54;-0,01477035;15,08;46022,04;-32,7024;14,2739;87147921,48;118,86
393;MANGELS INDUSTRIAL;MGEL3;19,13;1,3402;;-0,585;0,8739;0,1693;5,9455;15,17;12,48;8,14;0,109;0,4328;-0,4777;1,55;-43,65;12,63;21,13;;5,26;-0,29;1,29;2,54;-0,02205751;15,08;;-32,7024;14,2739;87147921,48;118,86
186;NORDON INDUSTRIAS METALURGICAS;NORD3;5,7;-4,6973;;-0,2534;-103,1215;2,1695;-206,7827;90,06;-22,47;-493,25;23,1691;-0,8156;-2,3305;0,09;-5,4;-46,19;0,33;;-103,66;-8,56;9,56;0,03;-0,00663127;;6315,92;-22,4907;-1,2135;37742470,2;
310;IGUATEMI EMPRESA DE SHOPPING CENTERS;IGTA3;33,0;222,991;;1,7747;11,7107;0,8711;15,1104;60,16;47,52;2,5;5,5645;7,3757;-1,1971;0,16;0,8;0,39;6,98;0,52;3,4;0,49;0,51;1,77;-2,41209098;5,1;;18,5944;0,148;5758073079,0;-30,7
330;BRADESCO;BBDC3;12,82;5,8001;7,1458;0,8468;4,7045;0,0734;5,0177;32,71;15,85;12,86;0,7458;1,0378;-0,0798;0,1;14,6;1,27;;;;0,09;0,91;8,81;1,75905868;-5,09;153054263,39;15,139;2,2103;145739177510,33;5,65
330;BRADESCO;BBDC4;14,53;6,5738;6,9353;0,9598;5,332;0,0832;5,0177;32,71;15,85;12,86;0,8453;1,1762;-0,0904;0,1;14,6;1,27;;;;0,09;0,91;8,81;1,99369131;-5,09;937966196,32;15,139;2,2103;145739177510,33;5,65
